question_id,article,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,verification_status,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-1-9-162,9,3,literal_con_hueco,seleccionar_correcta,"Complete: «la jerarquía normativa, la...»",Transparencia administrativa.,Publicidad de las normas.,Seguridad ciudadana.,Responsabilidad patrimonial.,B,Es el elemento siguiente de la enumeración.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-163,9,4,literal_con_hueco,seleccionar_correcta,La irretroactividad garantizada por el artículo 9.3 se refiere a:,Toda disposición sancionadora y toda norma tributaria.,"Normas penales, civiles y administrativas desfavorables.",Disposiciones sancionadoras no favorables o restrictivas de derechos individuales.,Cualquier disposición que limite derechos fundamentales.,C,Es el ámbito exacto de la garantía.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-164,9,3,pertenencia_lista,seleccionar_correcta,¿Cuál de estas parejas contiene únicamente principios del artículo 9.3?,Eficacia y coordinación.,Mérito y capacidad.,Igualdad y progresividad.,Legalidad y seguridad jurídica.,D,Ambos aparecen en la lista.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-165,9,3,pertenencia_lista,seleccionar_correcta,¿Cuál de estas parejas reproduce los dos principios con los que concluye la enumeración del artículo 9.3?,Responsabilidad e interdicción de la arbitrariedad.,Objetividad y transparencia.,Participación y eficacia.,Autonomía y solidaridad.,A,Ambos se mencionan al final de la lista.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-166,9,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 9, señale la afirmación INCORRECTA:",Los ciudadanos están sujetos al ordenamiento jurídico.,Únicamente los poderes públicos están sujetos a la Constitución.,Los poderes públicos deben remover obstáculos.,La Constitución garantiza la seguridad jurídica.,B,También los ciudadanos están sujetos.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-167,9,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,Señale la afirmación INCORRECTA respecto del artículo 9.2:,Deben promover condiciones para libertad e igualdad reales y efectivas.,Deben remover obstáculos que dificulten su plenitud.,Los poderes públicos deben garantizar la igualdad económica absoluta.,Deben facilitar la participación ciudadana.,C,La igualdad económica absoluta no aparece.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-168,9,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,Señale la afirmación INCORRECTA respecto del artículo 9.3:,Garantiza la jerarquía normativa.,Garantiza la publicidad de las normas.,Garantiza la interdicción de la arbitrariedad.,La Constitución garantiza la irretroactividad de todas las normas desfavorables.,D,La irretroactividad tiene un ámbito más preciso.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-169,9,3,literal_con_hueco,seleccionar_correcta,Complete: «la interdicción de la arbitrariedad...»,De los poderes públicos.,De las Administraciones públicas.,De los tribunales.,De los ciudadanos.,A,Es el sujeto literal del cierre.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-170,9,3,literal_con_hueco,seleccionar_correcta,Complete: «remover los obstáculos que...»,Limiten el ejercicio de los derechos.,Impidan o dificulten su plenitud.,Afecten a la igualdad económica.,Restrinjan la participación política.,B,Es la formulación literal.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-171,9,3,literal_con_hueco,seleccionar_correcta,Complete: «facilitar la participación de todos los ciudadanos...»,"En la vida política, laboral y territorial.","En la vida económica, jurídica y administrativa.","En la vida política, económica, cultural y social.","En la vida pública, privada y asociativa.",C,Es la enumeración exacta.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-172,9,3,permutación_relacional,seleccionar_correcta,"Según el artículo 9.1, ¿qué relación es correcta?",Poderes públicos — libertad frente a la ley.,Ciudadanos — interdicción de arbitrariedad.,Constitución — sometimiento a los poderes públicos.,Ciudadanos y poderes públicos — sujeción al ordenamiento jurídico.,D,El artículo 9.1 establece esa sujeción.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-173,9,4,discriminación_multirregla,seleccionar_correcta,¿Qué opción sintetiza correctamente los tres apartados del artículo 9?,Sujeción al ordenamiento; promoción de libertad e igualdad reales; garantías de legalidad y seguridad jurídica.,Sujeción solo de poderes públicos; igualdad económica absoluta; primacía reglamentaria.,Sujeción ciudadana voluntaria; participación únicamente política; retroactividad sancionadora.,Sujeción de tribunales; eliminación de diferencias sociales; autonomía de la voluntad.,A,Recoge correctamente los tres bloques.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",discriminación_multirregla,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-174,9,3,localización_normativa,seleccionar_correcta,¿En qué artículo se garantiza la interdicción de la arbitrariedad de los poderes públicos?,En el artículo 1.,En el artículo 9.,En el artículo 6.,En el artículo 8.,B,La garantía aparece en el artículo 9.3.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-175,9,3,sujeto_órgano,seleccionar_correcta,"¿Quién debe facilitar la participación ciudadana en la vida política, económica, cultural y social?",Los partidos políticos exclusivamente.,Las Cortes Generales.,Los poderes públicos.,Las Comunidades Autónomas.,C,El mandato se dirige a los poderes públicos.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-176,9,3,finalidad_objetivo,seleccionar_correcta,¿Para qué deben promoverse condiciones según el artículo 9.2?,Para eliminar toda diferencia económica.,Para asegurar la participación electoral.,Para garantizar la igualdad formal únicamente.,Para que libertad e igualdad sean reales y efectivas.,D,Es la finalidad literal.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",finalidad_objetivo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-177,9,4,verdadera_falsa_en_artículo,seleccionar_correcta,¿Cuál es la formulación más fiel al artículo 9.3?,Irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales.,Irretroactividad de todas las disposiciones desfavorables.,Irretroactividad solo de las leyes penales.,Irretroactividad de cualquier norma restrictiva de derechos colectivos.,A,La opción reproduce el ámbito constitucional.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-178,9,4,pertenencia_lista,seleccionar_incorrecta,¿Qué principio NO forma parte de la enumeración del artículo 9.3?,La jerarquía normativa.,La eficacia administrativa.,La seguridad jurídica.,La publicidad de las normas.,B,La eficacia se regula en otro artículo.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-179,2,2,fragmento_literal_o_concepto,seleccionar_correcta,¿Qué adjetivo califica expresamente la unidad de la Nación española en el artículo 2?,Federal.,Voluntaria.,Indisoluble.,Descentralizada.,C,El artículo emplea la expresión «indisoluble unidad».,"La Constitución se fundamenta en la indisoluble unidad de la Nación española, patria común e indivisible de todos los españoles, y reconoce y garantiza el derecho a la autonomía de las nacionalidades y regiones que la integran y la solidaridad entre todas ellas.",fragmento_literal_o_concepto,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-180,5,2,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes parejas de términos aparece expresamente en el artículo 5?,Sede — Gobierno.,Ciudad — España.,Municipio — Nación.,Capital — Estado.,D,El precepto comienza «La capital del Estado...».,La capital del Estado es la villa de Madrid.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
